player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297456.png,CD_I297456,7,Gold Coast SUNS,MIDFIELDER_FORWARD,29/05/1995,2017,188,Kyabram (Vic)/Murray U18/Carlton/Central District (SANFL),2014,rookieElevation,19,Midfielder,12563,Nick,Holman,147,78,0,Nick Holman,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008855.png,CD_I1008855,13,Western Bulldogs,MIDFIELDER,25/05/1998,2017,184,Wilston Grange (Qld)/Aspley (NEAFL)/Melbourne,2021,nationalDraft,48,Midfielder,12723,Oskar,Baker,48,14,0,Oskar Baker,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006533.png,CD_I1006533,38,Western Bulldogs,MIDFIELDER_FORWARD,30/01/2001,2019,178,Caversham (WA)/Swan Districts (WAFL),2025,nationalDraft,62,Midfielder,12907,Riley,Garcia,39,15,0,Riley Garcia,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023144.png,CD_I1023144,46,North Melbourne,MIDFIELDER_FORWARD,13/03/2004,2023,182,Mines Rovers (WA)/Trinity College (WA)/Subiaco (WAFL),2025,other,2,Midfielder,13085,Robert,Hansen,20,7,0,Robert Hansen Jr,,,
41,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015919.png,CD_I1015919,41,Essendon,MIDFIELDER,15/05/2001,2024,184,Altona/Northern Bullants (VFL),,other,13,Midfielder,13203,Saad,El-Hawli,9,1,0,Saad El-Hawli,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013257.png,CD_I1013257,33,Gold Coast SUNS,MIDFIELDER,12/12/2002,2023,189,Darley/Werribee (VFL),2025,rookieElevation,4,Midfielder,13119,Sam,Clohesy,34,10,0,Sam Clohesy,,,
42,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1036123.png,CD_I1036123,42,Western Bulldogs,MIDFIELDER,13/12/2001,2024,191,East Brighton JFC/Richmond VFL,2025,nationalDraft,51,Midfielder,13178,Sam,Davidson,19,13,0,Sam Davidson,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012386.png,CD_I1012386,32,Richmond,RUCK,09/12/2000,2020,206,Sherwood (Qld),2023,nationalDraft,40,Midfielder,12918,Samson,Ryan,25,15,0,Samson Ryan,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1022607.png,CD_I1022607,34,Adelaide Crows,MIDFIELDER_FORWARD,05/07/2006,2024,182,Willunga/South Adelaide (SANFL),2025,nationalDraft,4,Midfielder,13175,Sid,Draper,10,3,0,Sid Draper,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1018425.png,CD_I1018425,40,Melbourne,MIDFIELDER,26/03/2003,,182,,,,,Midfielder,13076,Taj,Woewodin,21,3,0,Taj Woewodin,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023542.png,CD_I1023542,40,Geelong Cats,MIDFIELDER_FORWARD,06/09/2004,2022,184,"St Josephs, Geelong (Vic)/St Joseph's College, Geelong (Vic)/Geelong U18",2023,other,,Midfielder,13093,Ted,Clohesy,12,2,0,Ted Clohesy,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009226.png,CD_I1009226,27,Richmond,MIDFIELDER,16/10/2001,,184,,,,,Midfielder,12595,Thomson,Dow,45,2,0,Thomson Dow,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028561.png,CD_I1028561,27,West Coast Eagles,MIDFIELDER_FORWARD,15/09/2006,2024,183,Kew Rovers FC Inc./Oakleigh U18,,nationalDraft,46,Midfielder,13173,Tom,Gross,8,1,0,Tom Gross,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023142.png,CD_I1023142,43,West Coast Eagles,MIDFIELDER,27/03/2004,2022,185,Mines Rovers (WA)/Subiaco (WAFL),2024,other,,Midfielder,13141,Tyrell,Dewar,23,10,0,Tyrell Dewar,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027966.png,CD_I1027966,39,Essendon,RUCK,05/09/2005,2023,203,Brighton Beach (Vic)/Sandringham Dragons U18,,rookieElevation,8,Midfielder,13241,Vigo,Visentini,2,0,0,Vigo Visentini,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028531.png,CD_I1028531,20,Melbourne,MIDFIELDER,03/08/2006,2024,183,Inverloch-Kongwak JFC/Gippsland U18,2025,nationalDraft,11,Midfielder,13185,Xavier,Lindsay,18,2,0,Xavier Lindsay,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002239.png,CD_I1002239,5,Carlton,MIDFIELDER,07/10/1999,2017,188,Norwood (Vic)/Wesley College (Vic)/Eastern U18/Fremantle,2019,nationalDraft,5,Midfielder,12603,Adam,Cerra,148,39,,Adam Cerra,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291790.png,CD_I291790,1,Western Bulldogs,MIDFIELDER_FORWARD,09/03/1993,2011,185,Noble Park (Vic)/Dandenong U18/GWS/Collingwood,2013,other,,Midfielder,12054,Adam,Treloar,258,156,,Adam Treloar,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013268.png,CD_I1013268,5,Gold Coast SUNS,MIDFIELDER,18/03/2002,2020,193,Manunda Cairns (Qld)/Broadbeach (Qld),2022,other,,Midfielder,12942,Alex,Davies,40,12,,Alex Davies,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002232.png,CD_I1002232,8,Fremantle,MIDFIELDER,08/11/1999,2017,185,Hampton Rovers (Vic)/Haileybury College (Vic)/Sandringham U18,2018,nationalDraft,2,Midfielder,12589,Andrew,Brayshaw,170,57,,Andrew Brayshaw,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023500.png,CD_I1023500,19,Gold Coast SUNS,MIDFIELDER_FORWARD,11/09/2004,2022,186,Moe (Vic)/Lowanna College (Vic)/Gippsland U18,2024,nationalDraft,6,Midfielder,13049,Bailey,Humphrey,63,50,,Bailey Humphrey,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006130.png,CD_I1006130,3,Geelong Cats,MIDFIELDER,07/12/2000,2018,185,East Malvern (Vic)/Xavier College (Vic)/Old Xavs (Vic)/Sandringham U18/Western Bulldogs,2019,nationalDraft,7,Midfielder,12692,Bailey,Smith,127,52,,Bailey Smith,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992351.png,CD_I992351,34,Western Bulldogs,MIDFIELDER,10/10/1997,2015,190,Brighton District &amp; Old Scholars (SA)/Glenelg (SANFL),2016,nationalDraft,48,Midfielder,12441,Bailey,Williams,174,43,,Bailey Williams,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296294.png,CD_I296294,13,Carlton,MIDFIELDER,07/10/1995,2013,193,Edgewater-Woodvale (WA)/West Perth (WAFL)/St Kilda/Fremantle,2015,nationalDraft,19,Midfielder,12276,Blake,Acres,187,65,,Blake Acres,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295584.png,CD_I295584,8,St Kilda,MIDFIELDER_FORWARD,09/07/1993,2011,182,Quinns District (WA)/West Perth (WAFL)/Hawthorn/Fremantle,2012,nationalDraft,33,Midfielder,12060,Bradley,Hill,277,109,,Bradley Hill,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993799.png,CD_I993799,8,Gold Coast SUNS,MIDFIELDER,22/08/1997,2015,187,Greensborough (Vic)/Northern U18/Gold Coast,2016,nationalDraft,20,Midfielder,12481,Brayden,Fiorini,123,41,,Brayden Fiorini,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293957.png,CD_I293957,4,Sydney Swans,RUCK,15/04/1994,2012,202,Unley (SA)/Sturt (SANFL)/Collingwood/Melbourne,2014,nationalDraft,18,Midfielder,12217,Brodie,Grundy,242,79,,Brodie Grundy,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009317.png,CD_I1009317,38,Brisbane Lions,MIDFIELDER,22/02/2001,2023,185,Western Magpies/Maryborough/Brisbane Lions (VFL),,other,,Midfielder,13138,Bruce,Reville,26,7,,Bruce Reville,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009420.png,CD_I1009420,3,Fremantle,MIDFIELDER,09/02/2001,2019,180,Warragul (Vic)/Geelong Grammar (Vic)/Gippsland U18,2020,nationalDraft,8,Midfielder,12786,Caleb,Serong,127,37,,Caleb Serong,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280109.png,CD_I280109,8,GWS GIANTS,MIDFIELDER,10/04/1990,2007,187,Spotswood (Vic)/Western U18/Western Bulldogs,2008,nationalDraft,19,Midfielder,11677,Callan,Ward,327,163,,Callan Ward,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012014.png,CD_I1012014,1,Sydney Swans,MIDFIELDER,19/05/2001,2019,185,Willetton (WA)/Aquinas College (WA)/East Fremantle (WAFL),2020,nationalDraft,39,Midfielder,12797,Chad,Warner,108,98,,Chad Warner,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298210.png,CD_I298210,5,Melbourne,MIDFIELDER_FORWARD,04/01/1996,2014,187,Beverley Hills (Vic)/Eastern U18/Melbourne,2017,nationalDraft,2,Midfielder,12430,Christian,Petracca,212,202,,Christian Petracca,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996701.png,CD_I996701,13,Melbourne,MIDFIELDER,22/07/1997,2015,189,Mooroopna (Vic)/Bendigo U18/Murray U18/Melbourne,2016,nationalDraft,4,Midfielder,12410,Clayton,Oliver,205,58,,Clayton Oliver,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1007124.png,CD_I1007124,11,Hawthorn,MIDFIELDER,28/07/1998,2016,198,County Meath (Ireland),2017,other,,Midfielder,12670,Conor,Nash,120,22,,Conor Nash,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1024023.png,CD_I1024023,6,Adelaide Crows,MIDFIELDER,08/03/2005,2023,197,West Coast JFC (WA)/Claremont (WAFL),2025,nationalDraft,8,Midfielder,13132,Daniel,Curtin,32,14,,Daniel Curtin,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990291.png,CD_I990291,14,Collingwood,RUCK,18/07/1995,2016,204,North Albany (WA)/Claremont (WAFL)/Sydney,2017,nationalDraft,48,Midfielder,12660,Darcy,Cameron,120,69,,Darcy Cameron,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298211.png,CD_I298211,32,Brisbane Lions,RUCK,06/08/1993,2018,204,Sth Barwon (Vic)/Geel U18/Werribee (VFL)/Foots (VFL)/Cent Dist (SANFL)/Geel,2019,nationalDraft,65,Midfielder,12724,Darcy,Fort,58,21,,Darcy Fort,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993817.png,CD_I993817,3,Essendon,MIDFIELDER,25/07/1997,2015,180,Winchelsea (Vic)/Geelong U18,2016,nationalDraft,5,Midfielder,12406,Darcy,Parish,165,55,,Darcy Parish,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290627.png,CD_I290627,3,Richmond,MIDFIELDER,12/10/1992,2010,175,West Lalor (Vic)/Assumption Coll (Vic)/Calder U18/Gold Coast,2011,nationalDraft,9,Midfielder,11917,Dion,Prestia,237,77,,Dion Prestia,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291783.png,CD_I291783,9,Essendon,MIDFIELDER,09/03/1993,2011,182,Edithvale-Aspendale (Vic)/Caulfield Gram (Vic)/Dande U18/GWS,2012,other,,Midfielder,12022,Dylan,Shiel,234,93,,Dylan Shiel,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004848.png,CD_I1004848,15,North Melbourne,MIDFIELDER,08/01/2001,2019,184,Red Cliffs (Vic)/Walkerville (SA)/St Peter's Coll (SA)/Norwood (SANFL)/Sydney Swans,2020,nationalDraft,5,Midfielder,12796,Dylan,Stephens,81,17,,Dylan Stephens,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298264.png,CD_I298264,15,Melbourne,MIDFIELDER_FORWARD,01/02/1996,2014,182,Glen Iris (Vic)/Melb Grammar (Vic)/Sandringham U18/Fremantle,2016,nationalDraft,54,Midfielder,12393,Ed,Langdon,202,84,,Ed Langdon,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008280.png,CD_I1008280,20,Western Bulldogs,MIDFIELDER,03/07/1999,2017,188,Hawthorn Citizens (Vic)/Carey Grammar (Vic)/Oakleigh U18,2019,nationalDraft,16,Midfielder,12605,Ed,Richards,148,58,,Ed Richards,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013128.png,CD_I1013128,21,Sydney Swans,MIDFIELDER,18/07/2002,2020,175,UNSW-Eastern Suburbs (NSW),2021,nationalDraft,32,Midfielder,12862,Errol,Gulden,103,75,,Errol Gulden,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023266.png,CD_I1023266,17,GWS GIANTS,MIDFIELDER,26/04/2003,2021,192,Mordialloc-Braeside (Vic)/St Bede's College (Vic)/Sandringham U18,2023,nationalDraft,3,Midfielder,12969,Finn,Callaghan,71,13,,Finn Callaghan,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294036.png,CD_I294036,29,Carlton,MIDFIELDER,29/12/1995,2013,187,Broughton-Mundoora (SA)/North Adelaide (SANFL)/Sydney,2015,nationalDraft,32,Midfielder,12411,George,Hewett,202,53,,George Hewett,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000963.png,CD_I1000963,1,Hawthorn,MIDFIELDER,12/11/1998,2016,184,Benalla Saints (Vic)/Murray U18,2017,nationalDraft,74,Midfielder,13227,Harry,Morrison,123,30,,Harry Morrison,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009256.png,CD_I1009256,26,Fremantle,MIDFIELDER,11/04/2001,2019,189,Somerville (Vic)/Mornington SC (Vic)/Dandenong U18,2021,nationalDraft,7,Midfielder,12777,Hayden,Young,89,22,,Hayden Young,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000978.png,CD_I1000978,6,Brisbane Lions,MIDFIELDER,03/03/1998,2016,187,South Warrnambool (Vic)/North Ballarat U18,2017,nationalDraft,3,Midfielder,12518,Hugh,McCluggage,210,138,,Hugh McCluggage,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002264.png,CD_I1002264,11,St Kilda,MIDFIELDER,26/03/1999,2017,186,Mornington (Vic)/Padua College (Vic)/Dandenong U18,2018,nationalDraft,7,Midfielder,12591,Hunter,Clark,111,14,,Hunter Clark,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001396.png,CD_I1001396,44,Adelaide Crows,MIDFIELDER,11/08/1998,2016,188,North Broken Hill (NSW)/North Adelaide (SANFL)/WSU (NEAFL)/GWS GIANTS,2017,nationalDraft,20,Midfielder,12629,Isaac,Cumming,105,17,,Isaac Cumming,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298539.png,CD_I298539,5,Sydney Swans,MIDFIELDER,05/05/1996,2014,185,Cardiff (NSW),2015,nationalDraft,18,Midfielder,12326,Isaac,Heeney,224,298,,Isaac Heeney,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998529.png,CD_I998529,13,Port Adelaide,RUCK,14/04/1996,2017,204,Northern U18/Richmond,2016,rookieElevation,,Midfielder,12529,Ivan,Soldo,66,28,,Ivan Soldo,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296351.png,CD_I296351,14,Melbourne,MIDFIELDER,18/08/1995,,185,,,,,Midfielder,12249,Jack,Billings,172,112,,Jack Billings,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998260.png,CD_I998260,12,Geelong Cats,MIDFIELDER,26/01/1998,2016,189,Surfers Paradise (Qld)/Cairns Saints (Qld)/Gold Coast,2017,nationalDraft,10,Midfielder,12499,Jack,Bowes,144,47,,Jack Bowes,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293871.png,CD_I293871,25,Collingwood,MIDFIELDER,02/10/1993,2012,190,Myrtleford (Vic)/Murray U18/Brisbane,2012,rookieElevation,86,Midfielder,12061,Jack,Crisp,274,96,,Jack Crisp,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990827.png,CD_I990827,17,West Coast Eagles,MIDFIELDER_FORWARD,25/02/1998,2016,181,Tea Tree Gully (SA)/North Adelaide (SANFL),2018,nationalDraft,53,Midfielder,12576,Jack,Graham,149,53,,Jack Graham,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295467.png,CD_I295467,6,St Kilda,MIDFIELDER,03/08/1994,2012,192,Kew Rovers (Vic)/Carey Grammar (Vic)/Oakleigh U18/Western Bulldogs,2013,nationalDraft,6,Midfielder,12166,Jack,Macrae,270,60,,Jack Macrae,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006133.png,CD_I1006133,5,Richmond,MIDFIELDER_FORWARD,03/09/2000,2018,187,Waverley Hawks (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2019,nationalDraft,43,Midfielder,12712,Jack,Ross,93,19,,Jack Ross,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296205.png,CD_I296205,9,St Kilda,MIDFIELDER,13/12/1995,2014,187,Belconnen (NEAFL)/NSW-ACT U18/GWS/St Kilda,2015,nationalDraft,24,Midfielder,12368,Jack,Steele,202,70,,Jack Steele,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291902.png,CD_I291902,7,Melbourne,MIDFIELDER,13/04/1994,2012,179,Ashburton (Vic)/Carey Grammar (Vic)/Oakleigh U18/Casey (VFL),2013,fatherSon,26,Midfielder,12147,Jack,Viney,237,70,,Jack Viney,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005326.png,CD_I1005326,44,Port Adelaide,MIDFIELDER,30/09/2001,2019,184,SMOSH Westlakes (SA)/Henley HS (SA)/W-West Torrens (SANFL),2021,fatherSon,25,Midfielder,12946,Jackson,Mead,64,12,,Jackson Mead,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993903.png,CD_I993903,2,Richmond,MIDFIELDER,06/02/1997,2015,187,Leeton-Whitton United (NSW)/North Ballarat U18/GWS,2016,nationalDraft,7,Midfielder,12440,Jacob,Hopper,165,58,,Jacob Hopper,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294613.png,CD_I294613,2,Fremantle,MIDFIELDER,23/02/1994,2012,184,Dongara (WA)/Perth (WAFL)/Gold Coast/Hawthorn,2012,other,1,Midfielder,12141,Jaeger,OMeara,200,87,,Jaeger O'Meara,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020895.png,CD_I1020895,3,Hawthorn,MIDFIELDER,02/08/2001,2021,187,Poowong (Vic)/Gippsland U18/Box Hill (VFL),2022,other,2,Midfielder,12915,Jai,Newcombe,102,43,,Jai Newcombe,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295342.png,CD_I295342,44,Sydney Swans,MIDFIELDER,20/09/1993,2025,182,Horsham Demons (Vic)/North Ballarat U18,2013,rookieElevation,7,Midfielder,12268,Jake,Lloyd,271,49,,Jake Lloyd,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017109.png,CD_I1017109,14,Adelaide Crows,MIDFIELDER,25/01/2003,2021,179,Dromana (Vic)/Rowville Secondary College (Vic)/Eastern U18,2022,nationalDraft,36,Midfielder,12952,Jake,Soligo,85,36,,Jake Soligo,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297899.png,CD_I297899,22,Western Bulldogs,MIDFIELDER,05/10/1995,2015,186,Devon Meadows (Vic)/Dandenong U18/Melbourne,2016,rookieElevation,,Midfielder,12379,James,Harmes,174,94,,James Harmes,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013409.png,CD_I1013409,17,Sydney Swans,MIDFIELDER,20/12/2000,2018,187,Yarrawonga (Vic)/Caulfield Grammar (Vic)/Oakleigh U18/Melbourne,2019,nationalDraft,33,Midfielder,12860,James,Jordon,114,36,,James Jordon,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006013.png,CD_I1006013,25,Adelaide Crows,MIDFIELDER,21/08/2000,2021,186,Pennant Hills (NSW)/GWS Giants (VFL)/GWS GIANTS,2022,other,8,Midfielder,12934,James,Peatling,68,28,,James Peatling,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006126.png,CD_I1006126,8,Sydney Swans,MIDFIELDER,19/09/2000,2018,186,Camberwell (Vic)/St Kevin's College (Vic)/Oakleigh U18,2019,nationalDraft,25,Midfielder,12714,James,Rowbottom,140,44,,James Rowbottom,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002222.png,CD_I1002222,5,Hawthorn,MIDFIELDER,24/01/1999,2017,186,Bell Park (Vic)/Geelong U18/Hawthorn,2019,nationalDraft,45,Midfielder,12619,James,Worpel,148,49,,James Worpel,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998133.png,CD_I998133,7,Brisbane Lions,MIDFIELDER,05/02/1998,2016,193,Horsham Saints (Vic)/Ballarat Clarendon College (Vic)/North Ballarat U18,2018,nationalDraft,17,Midfielder,12519,Jarrod,Berry,184,73,,Jarrod Berry,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291975.png,CD_I291975,28,Gold Coast SUNS,RUCK,13/09/1992,2011,209,St Ives (NSW)/Sydney University (NSW)/Collingwood,2012,other,67,Midfielder,12177,Jarrod,Witts,205,45,,Jarrod Witts,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013462.png,CD_I1013462,7,Port Adelaide,MIDFIELDER,15/07/2003,2021,186,Port District (SA)/Henley HS (SA)/Woodville-West Torrens (SANFL),2023,fatherSon,60,Midfielder,13007,Jase,Burgoyne,56,10,,Jase Burgoyne,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011640.png,CD_I1011640,18,Port Adelaide,MIDFIELDER,21/06/2003,2021,185,Christies Beach (SA)/South Adelaide (SANFL)/North Melb,2022,nationalDraft,1,Midfielder,12956,Jason,Horne-Francis,80,61,,Jason Horne-Francis,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994385.png,CD_I994385,5,West Coast Eagles,MIDFIELDER,03/04/1995,2013,188,East Sandringham (Vic)/Brighton Grammar (Vic)/Melbourne,2016,nationalDraft,57,Midfielder,4729,Jayden,Hunt,172,58,,Jayden Hunt,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023537.png,CD_I1023537,13,Geelong Cats,MIDFIELDER,23/07/2004,2022,181,Queenscliff (Vic)//Geelong U18,2024,nationalDraft,8,Midfielder,13062,Jhye,Clark,27,3,,Jhye Clark,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027704.png,CD_I1027704,27,Western Bulldogs,MIDFIELDER_FORWARD,14/11/2005,2023,191,Horsham Saints Football &amp; Netball Club (Vic)/Greater Western Victoria Rebels U18,2025,nationalDraft,45,Midfielder,13140,Joel,Freijah,36,19,,Joel Freijah,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992242.png,CD_I992242,12,Adelaide Crows,MIDFIELDER,09/04/1997,2015,190,Robe (SA)/Sturt (SANFL)/Sydney,2016,nationalDraft,56,Midfielder,12516,Jordan,Dawson,156,78,,Jordan Dawson,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994185.png,CD_I994185,2,Collingwood,MIDFIELDER_FORWARD,15/03/1996,2014,188,Ashburton (Vic)/St Kevin's College (Vic)/Oakleigh U18,2015,nationalDraft,5,Midfielder,12631,Jordan,de Goey,182,210,,Jordan de Goey,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992330.png,CD_I992330,24,Port Adelaide,RUCK,02/02/1998,2023,206,Tea Tree Gully (SA)/North Adelaide (SANFL)/Western Australia,2020,other,,Midfielder,12890,Jordon,Sweet,47,10,,Jordon Sweet,,,
